-2.038004	-0.428090	-3.786275
-1.381020	-0.630216	-2.441412
-1.519880	-0.621605	-2.932368
-0.331399	-0.118910	-2.963307
-1.210402	-1.588098	-4.658525
-0.430633	0.144266	-2.837887
-0.508051	0.117498	-2.473395
-0.618150	-0.615323	-2.238239
-0.620099	-0.558483	-2.189100
-0.653813	-0.319490	-2.038508
-0.660309	-0.157332	-2.076029
-0.689069	-0.358518	-1.970271
-1.103036	-0.390276	-1.080287
-2.434920	-0.330950	-4.702424
-1.772536	-0.417144	-3.074898
-1.717860	-0.363029	-2.949787
-2.212340	-0.379196	-4.722674
-0.260054	-0.583928	-3.177593
-0.645177	-0.590589	-2.255028
-0.665775	-0.545462	-2.214560
-0.674084	0.169475	-1.887036
-0.683157	0.018124	-1.805335
-0.989394	-0.680119	-1.562676
-0.669747	-0.389708	-1.792427
-1.389604	-0.360362	-1.866436
-0.194674	-0.295593	-3.499856
-0.467827	-0.319307	-2.652720
-0.676066	-0.044787	-1.915754
-2.546466	0.008094	-4.443058
-1.824515	-0.345390	-2.856877
-2.158656	-0.438975	-4.338865
-1.674451	-0.504744	-3.217919
-1.438785	-0.658099	-2.624516
-1.169987	-0.905606	-2.442461
-0.656205	0.178980	-1.997496
-1.284728	-0.941854	-3.690218
-1.008081	-0.625256	-1.474554
-1.442287	-0.757812	-3.707819
1.214613	-1.378565	-3.965698
0.951930	-1.296305	-3.547967
-0.877389	-0.276935	-0.579663
1.100324	-0.461884	-4.015268
-1.916969	-0.571288	-2.840032
0.476498	-0.856607	-2.663778
0.899511	-0.706353	-4.276981
-0.517064	0.090180	-0.109620
-1.265850	-0.699257	-1.809230
-0.328469	-0.052106	-1.373249
-0.278545	0.707725	-2.999307
-0.476004	-0.198273	-1.140075
-0.351522	0.614315	-2.475420
-0.503099	-0.167361	-1.068432
-0.479092	0.426375	-1.804587
-0.533976	0.188171	-1.417339
-0.518052	0.723847	-1.960713
-0.567941	0.450731	-1.241365
-0.572652	-0.243564	-0.985349
-0.596984	0.340629	-1.366340
-0.589519	-0.156507	-0.954441
-0.603690	0.524278	-1.448907
0.982559	-1.276499	-3.597188
1.127266	-1.284801	-3.985110
1.236396	-1.248620	-4.301569
-0.969854	-0.223428	-0.822864
0.470866	-0.836218	-2.684757
0.445408	-0.806805	-2.674622
-1.473021	-0.564722	-1.946120
-2.165094	-0.032933	-4.184359
-1.355118	-0.597999	-1.777489
0.321263	-0.447153	-2.599887
0.673088	-0.541557	-3.908692
0.085952	-0.209779	-2.239747
-1.058280	-0.647187	-1.262533
-1.527673	-1.566607	-3.851286
-0.339930	-0.111359	-1.327782
-0.098436	0.973700	-3.728035
-0.475155	-0.024360	-1.122743
-0.556521	0.057414	-0.930032
-0.560474	-0.333833	-1.081082
-0.564052	0.620448	-1.734592
-0.573181	0.069455	-0.913884
-0.583275	0.041822	-0.909485
-0.605561	0.318946	-1.345813
-1.085195	-0.227944	-1.276269
0.223717	-0.810191	-2.327158
-1.075907	-0.296320	-1.635758
-0.398531	-0.089940	-1.239658
-0.070365	1.405922	-4.490220
-0.440097	0.527087	-2.069348
-0.584116	0.550323	-1.533015
0.078850	0.827162	-4.610173
1.003847	-1.157188	-3.875240
-1.219045	-0.258291	-1.787882
-2.050259	-1.223165	-4.381864
0.270778	0.193572	-3.172491
-0.343442	0.163087	-1.708458
-0.521276	-0.061815	-1.039844
-0.540153	-0.081882	-1.067720
-0.566121	-0.006538	-0.843649
1.018315	-1.235039	-3.828866
0.545226	-0.892929	-2.784760
-0.201082	0.934800	-3.371053
-0.496847	0.341114	-1.684564
-0.530908	0.636776	-1.823214
-0.527594	0.863500	-2.060250
-0.573300	0.078937	-0.921941
-0.585359	0.439794	-1.522125
-0.901446	-0.311056	-1.166443
-0.847469	-0.437967	-1.339236
0.049393	0.830961	-4.511005
-1.579221	-0.341241	-2.347518
0.232332	-0.392709	-1.643243
0.227609	0.183304	-1.795879
0.012700	-0.146331	-1.451881
-0.077806	0.266870	-1.368796
-0.125115	0.084951	-1.254693
-0.027428	0.218702	-1.607396
-0.174063	0.177840	-1.219334
-0.269370	-0.011111	-1.032923
-0.285769	0.143619	-0.993688
-0.359371	0.155145	-0.826240
-0.349043	0.287236	-0.912793
-0.330907	0.165755	-1.043618
-0.352533	0.330042	-1.088875
-0.414134	0.233957	-0.987248
-0.466978	-0.030277	-0.705326
-0.511748	0.060790	-0.545420
-0.495375	-0.033319	-0.793453
-0.525472	0.220581	-0.579414
-0.522264	0.003030	-0.749098
-0.536061	0.340845	-0.737561
-0.539785	0.133747	-0.855158
-0.537588	-0.164633	-0.800720
-0.548365	0.064805	-0.616825
-0.547780	0.097818	-0.693293
-0.551080	0.316965	-0.715234
-1.238439	-0.267292	-1.520446
-0.772031	-0.124088	-0.353234
0.060183	-0.423373	-1.316857
0.016129	-0.382988	-1.289678
-0.028035	0.028518	-1.382675
-0.150538	0.164901	-1.221711
-0.208308	0.096254	-1.108995
-0.181479	0.258048	-1.278399
-0.195041	0.370318	-1.321036
-0.162414	0.497414	-1.423435
-0.194549	0.434132	-1.316629
-0.307545	-0.137083	-0.980585
-0.168456	0.618173	-1.461369
-0.405954	0.077664	-0.740315
-0.437048	0.154936	-0.618680
-0.164143	1.515897	-3.095749
-0.494259	0.091665	-0.540686
-0.452251	0.024574	-0.796775
-0.457234	0.187289	-0.922667
-0.508122	0.110498	-0.485034
-0.481337	-0.043466	-0.796326
-0.491382	0.157789	-0.894724
-0.533906	0.200121	-0.820704
-0.543465	0.322309	-0.726977
-0.549489	0.300145	-0.712705
-0.551979	0.271698	-0.776323
-0.559723	0.220460	-0.502218
0.224130	0.194279	-1.794609
0.526372	0.241446	-2.726892
-0.170355	0.346200	-1.361923
-0.418246	-0.020975	-0.769009
-0.362825	0.542294	-1.062296
-0.537304	0.336660	-0.734237
-0.543165	-0.044772	-0.779573
-0.219713	0.214118	-1.159361
-0.528748	0.126929	-0.445960
-0.541679	-0.151315	-0.770360
0.192077	-0.448118	-1.544889
0.243583	0.464879	-2.052871
-0.197276	0.163585	-1.130098
-0.228603	0.386431	-1.260390
-0.408782	-0.094756	-0.834218
-0.350611	0.395178	-1.100932
-0.361017	0.546080	-1.072312
-0.409423	0.414068	-1.025635
-0.453445	0.110232	-0.766955
0.154744	-0.470305	-1.497030
-0.450359	-0.012737	-0.705661
-0.453892	0.114166	-0.690075
-0.506277	0.180865	-0.597162
-0.516220	-0.021356	-0.635317
-1.864987	-0.627912	-3.932506
-0.459413	0.181895	-0.529328
-0.492855	-0.039495	-0.687640
-0.592875	0.090083	-0.048855
-0.345711	-0.116840	-0.945858
-0.399969	0.255434	-1.007695
-0.618085	-0.031222	-0.119359
0.091601	0.491805	-1.807561
-0.437935	0.386697	-0.961832
-0.349304	0.401875	-1.111675
-0.111454	-0.072711	-1.003658
-0.104641	-0.148459	-1.044871
-0.123315	-0.145605	-1.029622
-0.213014	0.152710	-0.850541
-0.199487	-0.106776	-0.963351
-0.228197	-0.010341	-0.887606
-0.240816	-0.052983	-0.901638
-0.278405	0.134678	-0.847968
-0.285870	-0.073612	-0.881198
-0.282303	0.165236	-0.873479
-0.398390	-0.016190	-0.754600
-0.408744	-0.043439	-0.786516
-0.420460	-0.027591	-0.770467
-0.424159	-0.097350	-0.833326
-0.432720	-0.027635	-0.770027
-0.472641	-0.187079	-0.857571
-0.485328	0.023105	-0.727011
-0.501999	-0.068107	-0.786755
-0.506698	0.096286	-0.645375
-0.502726	0.260030	-0.828637
-0.507249	0.308963	-0.722851
-0.121276	0.298921	-0.760331
0.032259	-0.024655	-1.084074
-0.038401	-0.008329	-1.025469
-0.063961	0.011227	-0.994197
-0.096380	0.013800	-0.967526
-0.108998	0.146739	-0.933544
-0.148665	0.003839	-0.950871
-0.167145	0.051957	-0.909229
-0.209967	-0.058332	-0.925765
-0.237090	0.129465	-0.818512
-0.233676	-0.030344	-0.899198
-0.281514	0.094907	-0.756548
-0.246456	0.279892	-0.846997
-0.322925	0.142147	-0.667479
-0.269465	0.158485	-0.808234
-0.255811	-0.088349	-0.919971
-0.346979	0.184352	-0.609136
-0.283464	0.174630	-0.866165
-0.288615	-0.037308	-0.891133
-0.277113	-0.241268	-1.004929
-0.350630	0.172036	-0.673483
-0.323984	0.280372	-0.761767
-0.335802	0.022136	-0.781900
-0.329184	-0.176407	-0.940473
-0.425268	0.235658	-0.497523
-0.378807	-0.091665	-0.845992
-0.365694	-0.255035	-0.973032
-0.431249	0.213754	-0.579966
-0.478661	0.244733	-0.308274
-0.406164	0.012377	-0.750054
-0.406776	-0.070054	-0.796180
